wavelength,ND_0.0,ND_1.0,ND_2.0,ND_3.5
1378.0,1.000000000,0.068745397,0.004067280,0.000084380
1379.0,1.000000000,0.068926699,0.004083850,0.000084840
1380.0,1.000000000,0.069031298,0.004101040,0.000085410
1381.0,1.000000000,0.069134802,0.004116710,0.000086190
1382.0,1.000000000,0.069263503,0.004133040,0.000086860
1383.0,1.000000000,0.069297299,0.004144440,0.000087410
1384.0,1.000000000,0.069402099,0.004158080,0.000088070
1385.0,1.000000000,0.069582202,0.004175430,0.000088580
1386.0,1.000000000,0.069684297,0.004191720,0.000089160
1387.0,1.000000000,0.069862403,0.004208860,0.000090040
1388.0,1.000000000,0.070030302,0.004228980,0.000090510
1389.0,1.000000000,0.070071600,0.004242890,0.000090900
1390.0,1.000000000,0.070231900,0.004261150,0.000091730
1391.0,1.000000000,0.070323102,0.004274890,0.000092300
1392.0,1.000000000,0.070440203,0.004287590,0.000092880
1393.0,1.000000000,0.070477098,0.004298630,0.000093300
1394.0,1.000000000,0.070701897,0.004318890,0.000093620
1395.0,1.000000000,0.070713602,0.004326550,0.000093930
1396.0,1.000000000,0.070939600,0.004348110,0.000094340
1397.0,1.000000000,0.071085297,0.004367340,0.000094830
1398.0,1.000000000,0.071203597,0.004381690,0.000095230
1399.0,1.000000000,0.071263097,0.004391840,0.000095810
1400.0,1.000000000,0.071411401,0.004408540,0.000096300
1401.0,1.000000000,0.071528398,0.004424800,0.000096720
1402.0,1.000000000,0.071626797,0.004440660,0.000097410
1403.0,1.000000000,0.071753301,0.004460140,0.000098070
1404.0,1.000000000,0.071872301,0.004473930,0.000098430
1405.0,1.000000000,0.071949601,0.004486530,0.000098880
1406.0,1.000000000,0.072113201,0.004506310,0.000099420
1407.0,1.000000000,0.072205797,0.004521220,0.000100160
1408.0,1.000000000,0.072266802,0.004532470,0.000100610
1409.0,1.000000000,0.072447099,0.004550110,0.000101290
1410.0,1.000000000,0.072521098,0.004563490,0.000101910
1411.0,1.000000000,0.072691903,0.004585480,0.000102460
1412.0,1.000000000,0.072738297,0.004598180,0.000103140
1413.0,1.000000000,0.072852097,0.004615280,0.000103730
1414.0,1.000000000,0.073023900,0.004635600,0.000104260
1415.0,1.000000000,0.073069997,0.004648910,0.000104860
1416.0,1.000000000,0.073215201,0.004666430,0.000105780
1417.0,1.000000000,0.073336899,0.004686380,0.000106600
1418.0,1.000000000,0.073461801,0.004702640,0.000107330
1419.0,1.000000000,0.073551998,0.004720280,0.000107990
1420.0,1.000000000,0.073701397,0.004737980,0.000108700
1421.0,1.000000000,0.073846802,0.004759590,0.000109480
1422.0,1.000000000,0.073920898,0.004775590,0.000110250
1423.0,1.000000000,0.074078798,0.004797450,0.000111060
1424.0,1.000000000,0.074253000,0.004819310,0.000111940
1425.0,1.000000000,0.074411698,0.004842550,0.000112780
1426.0,1.000000000,0.074539497,0.004860350,0.000113690
1427.0,1.000000000,0.074628100,0.004877700,0.000114670
1428.0,1.000000000,0.074769400,0.004898970,0.000115340
1429.0,1.000000000,0.074941903,0.004920580,0.000116020
1430.0,1.000000000,0.075116500,0.004944680,0.000117100
1431.0,1.000000000,0.075227000,0.004963510,0.000117860
1432.0,1.000000000,0.075410098,0.004987880,0.000118900
1433.0,1.000000000,0.075621597,0.005017100,0.000119740
1434.0,1.000000000,0.075721197,0.005037110,0.000120490
1435.0,1.000000000,0.075891897,0.005056560,0.000121510
1436.0,1.000000000,0.076022603,0.005076110,0.000122440
1437.0,1.000000000,0.076244399,0.005103980,0.000123610
1438.0,1.000000000,0.076429397,0.005128390,0.000124350
1439.0,1.000000000,0.076630697,0.005154930,0.000125690
1440.0,1.000000000,0.076810300,0.005179250,0.000126650
1441.0,1.000000000,0.077028997,0.005205750,0.000127690
1442.0,1.000000000,0.077117898,0.005224100,0.000128650
1443.0,1.000000000,0.077218600,0.005250490,0.000129790
1444.0,1.000000000,0.077429399,0.005276160,0.000130910
1445.0,1.000000000,0.077790603,0.005313210,0.000131910
1446.0,1.000000000,0.077854402,0.005329560,0.000132870
1447.0,1.000000000,0.078034103,0.005354640,0.000133940
1448.0,1.000000000,0.078193203,0.005380930,0.000135110
1449.0,1.000000000,0.078358702,0.005407460,0.000136150
1450.0,1.000000000,0.078544997,0.005432350,0.000137480
1451.0,1.000000000,0.078853898,0.005466630,0.000138830
1452.0,1.000000000,0.079019599,0.005495170,0.000139970
1453.0,1.000000000,0.079200000,0.005522410,0.000141270
1454.0,1.000000000,0.079319499,0.005543930,0.000142320
1455.0,1.000000000,0.079584397,0.005575840,0.000143530
1456.0,1.000000000,0.079776399,0.005605290,0.000144770
1457.0,1.000000000,0.080016799,0.005636740,0.000146080
1458.0,1.000000000,0.080147900,0.005662550,0.000147410
1459.0,1.000000000,0.080414601,0.005699890,0.000148790
1460.0,1.000000000,0.080515496,0.005721560,0.000150110
1461.0,1.000000000,0.080734201,0.005752970,0.000151500
1462.0,1.000000000,0.081076697,0.005790540,0.000152820
1463.0,1.000000000,0.081222199,0.005816260,0.000154020
1464.0,1.000000000,0.081356302,0.005840330,0.000155340
1465.0,1.000000000,0.081640303,0.005876220,0.000156850
1466.0,1.000000000,0.081809498,0.005906740,0.000158410
1467.0,1.000000000,0.082009397,0.005933900,0.000159840
1468.0,1.000000000,0.082168899,0.005962150,0.000161110
1469.0,1.000000000,0.082499303,0.006003750,0.000162640
1470.0,1.000000000,0.082709998,0.006037740,0.000164260
1471.0,1.000000000,0.082902104,0.006064960,0.000165770
1472.0,1.000000000,0.083100401,0.006098060,0.000167030
1473.0,1.000000000,0.083302997,0.006131760,0.000168770
1474.0,1.000000000,0.083549500,0.006164820,0.000170270
1475.0,1.000000000,0.083808899,0.006205030,0.000171900
1476.0,1.000000000,0.083916001,0.006227960,0.000173380
1477.0,1.000000000,0.084277302,0.006271300,0.000175040
1478.0,1.000000000,0.084338002,0.006297170,0.000176720
1479.0,1.000000000,0.084712699,0.006341530,0.000178620
1480.0,1.000000000,0.084887400,0.006373320,0.000179990
1481.0,1.000000000,0.085105799,0.006409400,0.000181780
1482.0,1.000000000,0.085357800,0.006444330,0.000183670
1483.0,1.000000000,0.085580699,0.006479150,0.000185280
1484.0,1.000000000,0.085762098,0.006510240,0.000186990
1485.0,1.000000000,0.086061798,0.006552700,0.000188710
1486.0,1.000000000,0.086240202,0.006587120,0.000190450
1487.0,1.000000000,0.086531997,0.006624040,0.000192180
1488.0,1.000000000,0.086759500,0.006662020,0.000194230
1489.0,1.000000000,0.086944900,0.006697970,0.000196170
1490.0,1.000000000,0.087125003,0.006731370,0.000198230
1491.0,1.000000000,0.087467998,0.006776510,0.000200030
1492.0,1.000000000,0.087800696,0.006823020,0.000201890
1493.0,1.000000000,0.087843098,0.006848920,0.000203670
1494.0,1.000000000,0.088168100,0.006886530,0.000205510
1495.0,1.000000000,0.088329099,0.006921750,0.000207660
1496.0,1.000000000,0.088623099,0.006966300,0.000209840
1497.0,1.000000000,0.088921703,0.007008200,0.000211840
1498.0,1.000000000,0.089154698,0.007049720,0.000213820
1499.0,1.000000000,0.089374296,0.007087090,0.000215870
1500.0,1.000000000,0.089700498,0.007133110,0.000218000
1501.0,1.000000000,0.089753002,0.007162220,0.000220210
1502.0,1.000000000,0.090168700,0.007214230,0.000222210
1503.0,1.000000000,0.090290204,0.007246120,0.000224220
1504.0,1.000000000,0.090596400,0.007288950,0.000226660
1505.0,1.000000000,0.090745702,0.007323500,0.000228970
1506.0,1.000000000,0.091066197,0.007367370,0.000231050
1507.0,1.000000000,0.091365799,0.007415900,0.000233410
1508.0,1.000000000,0.091677099,0.007461860,0.000235810
1509.0,1.000000000,0.091850497,0.007497480,0.000237910
1510.0,1.000000000,0.092059799,0.007535680,0.000240170
1511.0,1.000000000,0.092400402,0.007586960,0.000242570
1512.0,1.000000000,0.092659198,0.007635480,0.000245040
1513.0,1.000000000,0.092899702,0.007676470,0.000247520
1514.0,1.000000000,0.093111299,0.007716520,0.000250200
1515.0,1.000000000,0.093366101,0.007762200,0.000252650
1516.0,1.000000000,0.093726501,0.007815010,0.000255200
1517.0,1.000000000,0.093925104,0.007850850,0.000257710
1518.0,1.000000000,0.094212003,0.007900340,0.000260580
1519.0,1.000000000,0.094389498,0.007942500,0.000262880
1520.0,1.000000000,0.094790399,0.007999710,0.000265550
1521.0,1.000000000,0.094914801,0.008035870,0.000268140
1522.0,1.000000000,0.095273003,0.008088640,0.000270840
1523.0,1.000000000,0.095626801,0.008139920,0.000273490
1524.0,1.000000000,0.095825396,0.008184030,0.000276480
1525.0,1.000000000,0.095979497,0.008225840,0.000279240
1526.0,1.000000000,0.096388102,0.008286380,0.000281980
1527.0,1.000000000,0.096494198,0.008320440,0.000284900
1528.0,1.000000000,0.096932501,0.008377320,0.000287870
1529.0,1.000000000,0.097248197,0.008430060,0.000290890
1530.0,1.000000000,0.097415000,0.008476040,0.000293680
1531.0,1.000000000,0.097657099,0.008521950,0.000296810
1532.0,1.000000000,0.097937196,0.008572160,0.000299580
1533.0,1.000000000,0.098241799,0.008624670,0.000302380
1534.0,1.000000000,0.098565601,0.008679180,0.000305630
1535.0,1.000000000,0.098980099,0.008737600,0.000308700
1536.0,1.000000000,0.099023104,0.008768310,0.000311730
1537.0,1.000000000,0.099399902,0.008827770,0.000314840
1538.0,1.000000000,0.099663697,0.008880660,0.000317950
1539.0,1.000000000,0.099955097,0.008932010,0.000321440
1540.0,1.000000000,0.100225002,0.008982120,0.000324570
1541.0,1.000000000,0.100520998,0.009041770,0.000327710
1542.0,1.000000000,0.100745000,0.009083760,0.000331190
1543.0,1.000000000,0.101187997,0.009149010,0.000334560
1544.0,1.000000000,0.101439998,0.009200980,0.000337820
1545.0,1.000000000,0.101646997,0.009253290,0.000341290
1546.0,1.000000000,0.101815000,0.009301040,0.000344920
1547.0,1.000000000,0.102245003,0.009364190,0.000348800
1548.0,1.000000000,0.102587998,0.009427900,0.000352000
1549.0,1.000000000,0.102799997,0.009475730,0.000355320
1550.0,1.000000000,0.103107996,0.009531190,0.000358910
1551.0,1.000000000,0.103472002,0.009590770,0.000362690
1552.0,1.000000000,0.103656001,0.009636780,0.000366400
1553.0,1.000000000,0.103947997,0.009694200,0.000369850
1554.0,1.000000000,0.104409002,0.009767300,0.000373660
1555.0,1.000000000,0.104656003,0.009818130,0.000377740
1556.0,1.000000000,0.104840003,0.009863120,0.000381610
1557.0,1.000000000,0.105168998,0.009924580,0.000385430
1558.0,1.000000000,0.105492003,0.009985340,0.000389390
1559.0,1.000000000,0.105860002,0.010050700,0.000393210
1560.0,1.000000000,0.106183998,0.010113100,0.000396980
1561.0,1.000000000,0.106279001,0.010155100,0.000401010
1562.0,1.000000000,0.106706999,0.010225200,0.000405590
1563.0,1.000000000,0.107009001,0.010286400,0.000409240
1564.0,1.000000000,0.107266001,0.010340900,0.000413420
1565.0,1.000000000,0.107632004,0.010408600,0.000417650
1566.0,1.000000000,0.108032003,0.010478400,0.000421700
1567.0,1.000000000,0.108181000,0.010523500,0.000425670
1568.0,1.000000000,0.108606003,0.010595800,0.000430340
1569.0,1.000000000,0.108696997,0.010642800,0.000434550
1570.0,1.000000000,0.109168001,0.010721500,0.000439310
1571.0,1.000000000,0.109503999,0.010783200,0.000443550
1572.0,1.000000000,0.109722003,0.010840400,0.000447780
1573.0,1.000000000,0.110044003,0.010900800,0.000452360
1574.0,1.000000000,0.110339001,0.010961100,0.000456780
1575.0,1.000000000,0.110754997,0.011034300,0.000461600
1576.0,1.000000000,0.111036003,0.011099200,0.000466230
1577.0,1.000000000,0.111304998,0.011162700,0.000471130
1578.0,1.000000000,0.111528002,0.011218100,0.000475550
1579.0,1.000000000,0.111966997,0.011293700,0.000480290
1580.0,1.000000000,0.112269998,0.011356200,0.000485010
1581.0,1.000000000,0.112562001,0.011426000,0.000489730
1582.0,1.000000000,0.112919003,0.011495000,0.000494590
1583.0,1.000000000,0.113098003,0.011552600,0.000499400
1584.0,1.000000000,0.113503002,0.011621500,0.000504440
1585.0,1.000000000,0.113828003,0.011690400,0.000509470
1586.0,1.000000000,0.114061996,0.011753100,0.000514620
1587.0,1.000000000,0.114495002,0.011829200,0.000519900
1588.0,1.000000000,0.114791997,0.011890800,0.000524610
1589.0,1.000000000,0.115121998,0.011959900,0.000529640
1590.0,1.000000000,0.115415998,0.012026900,0.000535060
1591.0,1.000000000,0.115717001,0.012100200,0.000540540
1592.0,1.000000000,0.116122998,0.012177800,0.000545670
1593.0,1.000000000,0.116260000,0.012230500,0.000551310
1594.0,1.000000000,0.116625004,0.012300800,0.000556250
1595.0,1.000000000,0.116999999,0.012374300,0.000561760
1596.0,1.000000000,0.117357001,0.012452400,0.000567100
1597.0,1.000000000,0.117668003,0.012523000,0.000572470
1598.0,1.000000000,0.117902003,0.012581700,0.000577950
1599.0,1.000000000,0.118276998,0.012652000,0.000583400
1600.0,1.000000000,0.118588001,0.012726500,0.000589200
1601.0,1.000000000,0.118923001,0.012797500,0.000595050
1602.0,1.000000000,0.119230002,0.012870800,0.000600740
1603.0,1.000000000,0.119612001,0.012951300,0.000606490
1604.0,1.000000000,0.119897999,0.013018500,0.000611800
1605.0,1.000000000,0.120180003,0.013084700,0.000617530
1606.0,1.000000000,0.120535001,0.013154600,0.000623570
1607.0,1.000000000,0.120921999,0.013241300,0.000629380
1608.0,1.000000000,0.121145003,0.013304000,0.000635640
1609.0,1.000000000,0.121404000,0.013373700,0.000641520
1610.0,1.000000000,0.121789999,0.013455600,0.000647830
1611.0,1.000000000,0.122199997,0.013533900,0.000653940
1612.0,1.000000000,0.122428998,0.013593600,0.000660350
1613.0,1.000000000,0.122855000,0.013681400,0.000666460
1614.0,1.000000000,0.123156004,0.013754800,0.000672220
1615.0,1.000000000,0.123383000,0.013816700,0.000678860
1616.0,1.000000000,0.123814002,0.013905300,0.000684580
1617.0,1.000000000,0.124104001,0.013975600,0.000691250
1618.0,1.000000000,0.124406002,0.014047100,0.000697300
1619.0,1.000000000,0.124697998,0.014123400,0.000703750
1620.0,1.000000000,0.124959998,0.014196000,0.000710430
1621.0,1.000000000,0.125297993,0.014274600,0.000717130
1622.0,1.000000000,0.125687003,0.014359400,0.000723550
1623.0,1.000000000,0.126065001,0.014437900,0.000730380
1624.0,1.000000000,0.126384005,0.014511500,0.000736810
1625.0,1.000000000,0.126678005,0.014581900,0.000743540
1626.0,1.000000000,0.127068996,0.014667300,0.000750070
1627.0,1.000000000,0.127250001,0.014737900,0.000757000
1628.0,1.000000000,0.127698004,0.014828000,0.000763770
1629.0,1.000000000,0.128006995,0.014900100,0.000770560
1630.0,1.000000000,0.128252000,0.014969300,0.000777560
1631.0,1.000000000,0.128564999,0.015049300,0.000784520
1632.0,1.000000000,0.128981993,0.015131400,0.000791520
1633.0,1.000000000,0.129299000,0.015205400,0.000797550
1634.0,1.000000000,0.129574001,0.015278000,0.000804610
1635.0,1.000000000,0.129811004,0.015348200,0.000812340
1636.0,1.000000000,0.130276993,0.015444700,0.000819350
1637.0,1.000000000,0.130478993,0.015514800,0.000826120
1638.0,1.000000000,0.130803004,0.015600400,0.000833670
1639.0,1.000000000,0.131251007,0.015682699,0.000840460
1640.0,1.000000000,0.131613001,0.015773101,0.000847620
1641.0,1.000000000,0.131754994,0.015830800,0.000854670
1642.0,1.000000000,0.132067993,0.015907399,0.000861890
1643.0,1.000000000,0.132418007,0.015989700,0.000869150
1644.0,1.000000000,0.132762000,0.016075600,0.000876260
1645.0,1.000000000,0.133074000,0.016154500,0.000883870
1646.0,1.000000000,0.133355007,0.016223000,0.000891040
1647.0,1.000000000,0.133688003,0.016306199,0.000898450
1648.0,1.000000000,0.134101003,0.016394399,0.000905930
1649.0,1.000000000,0.134303004,0.016471000,0.000913630
1650.0,1.000000000,0.134715006,0.016558001,0.000921090
1651.0,1.000000000,0.134865001,0.016619500,0.000928570
1652.0,1.000000000,0.135141999,0.016700000,0.000936450
1653.0,1.000000000,0.135553002,0.016789000,0.000943970
1654.0,1.000000000,0.135868996,0.016867900,0.000951900
1655.0,1.000000000,0.136218995,0.016953500,0.000959400
1656.0,1.000000000,0.136553004,0.017030200,0.000966970
1657.0,1.000000000,0.136805996,0.017099800,0.000974720
1658.0,1.000000000,0.137108997,0.017179400,0.000982560
1659.0,1.000000000,0.137532994,0.017274700,0.000989680
1660.0,1.000000000,0.137770995,0.017344801,0.000997240
1661.0,1.000000000,0.137930006,0.017408401,0.001005340
1662.0,1.000000000,0.138265997,0.017492101,0.001013430
1663.0,1.000000000,0.138681993,0.017584300,0.001021380
1664.0,1.000000000,0.139020994,0.017670300,0.001029030
1665.0,1.000000000,0.139245003,0.017743001,0.001037040
1666.0,1.000000000,0.139475003,0.017803101,0.001044790
1667.0,1.000000000,0.139837995,0.017895900,0.001052870
1668.0,1.000000000,0.140267998,0.017991800,0.001060230
1669.0,1.000000000,0.140506998,0.018061601,0.001068690
1670.0,1.000000000,0.140742004,0.018131901,0.001076320
1671.0,1.000000000,0.141035005,0.018214300,0.001084730
1672.0,1.000000000,0.141314998,0.018294500,0.001093390
1673.0,1.000000000,0.141714007,0.018383900,0.001101060
1674.0,1.000000000,0.142023996,0.018467501,0.001109250
1675.0,1.000000000,0.142230004,0.018536201,0.001117000
1676.0,1.000000000,0.142407998,0.018599600,0.001124370
1677.0,1.000000000,0.142828003,0.018688001,0.001133200
1678.0,1.000000000,0.143127993,0.018770801,0.001140520
1679.0,1.000000000,0.143335998,0.018845400,0.001149340
1680.0,1.000000000,0.143674001,0.018923299,0.001157440
1681.0,1.000000000,0.143970996,0.019004500,0.001165530
1682.0,1.000000000,0.144211993,0.019083699,0.001173580
1683.0,1.000000000,0.144537002,0.019162999,0.001181890
1684.0,1.000000000,0.144839004,0.019241299,0.001189760
1685.0,1.000000000,0.145023003,0.019311700,0.001198330
1686.0,1.000000000,0.145340994,0.019388000,0.001206110
1687.0,1.000000000,0.145566002,0.019458300,0.001213750
1688.0,1.000000000,0.145800993,0.019534100,0.001222480
1689.0,1.000000000,0.146136999,0.019622000,0.001230230
1690.0,1.000000000,0.146433994,0.019690599,0.001237570
1691.0,1.000000000,0.146818995,0.019775299,0.001246450
1692.0,1.000000000,0.146957994,0.019840401,0.001253630
1693.0,1.000000000,0.147260994,0.019929400,0.001262200
1694.0,1.000000000,0.147430003,0.019995300,0.001269990
1695.0,1.000000000,0.147727996,0.020067999,0.001279200
1696.0,1.000000000,0.148065999,0.020142199,0.001287370
1697.0,1.000000000,0.148257002,0.020219600,0.001295060
1698.0,1.000000000,0.148565993,0.020292200,0.001303450
1699.0,1.000000000,0.148993999,0.020388599,0.001311250
1700.0,1.000000000,0.149047002,0.020436401,0.001318510
1701.0,1.000000000,0.149290994,0.020502400,0.001326060
1702.0,1.000000000,0.149587005,0.020579500,0.001333890
1703.0,1.000000000,0.149797007,0.020655600,0.001342100
1704.0,1.000000000,0.149995998,0.020713801,0.001350730
1705.0,1.000000000,0.150350004,0.020806201,0.001359340
1706.0,1.000000000,0.150626004,0.020871500,0.001367320
1707.0,1.000000000,0.150791004,0.020935999,0.001373830
1708.0,1.000000000,0.150988996,0.021014100,0.001382030
1709.0,1.000000000,0.151435003,0.021098901,0.001390290
1710.0,1.000000000,0.151470006,0.021145601,0.001397310
1711.0,1.000000000,0.151761994,0.021232899,0.001405740
1712.0,1.000000000,0.152049005,0.021306099,0.001413900
1713.0,1.000000000,0.152160004,0.021356300,0.001421920
1714.0,1.000000000,0.152550995,0.021440800,0.001429770
1715.0,1.000000000,0.152694002,0.021497700,0.001437190
1716.0,1.000000000,0.152995005,0.021574199,0.001445240
1717.0,1.000000000,0.153115004,0.021625301,0.001452720
1718.0,1.000000000,0.153537005,0.021715200,0.001460890
1719.0,1.000000000,0.153706998,0.021777600,0.001468350
1720.0,1.000000000,0.153824002,0.021836700,0.001476540
1721.0,1.000000000,0.154085994,0.021903900,0.001483680
1722.0,1.000000000,0.154318005,0.021974100,0.001491000
1723.0,1.000000000,0.154596001,0.022050800,0.001498810
1724.0,1.000000000,0.154828995,0.022112200,0.001507220
1725.0,1.000000000,0.155059993,0.022179101,0.001514630
1726.0,1.000000000,0.155228004,0.022244900,0.001521530
1727.0,1.000000000,0.155283004,0.022281701,0.001528890
1728.0,1.000000000,0.155555993,0.022352900,0.001536750
1729.0,1.000000000,0.155821994,0.022432700,0.001543610
1730.0,1.000000000,0.156178996,0.022515999,0.001551060
1731.0,1.000000000,0.156281993,0.022558801,0.001558830
1732.0,1.000000000,0.156421006,0.022615300,0.001565610
1733.0,1.000000000,0.156748995,0.022693800,0.001572940
1734.0,1.000000000,0.156924993,0.022756400,0.001580060
1735.0,1.000000000,0.157251000,0.022822101,0.001587570
1736.0,1.000000000,0.157261997,0.022851100,0.001594450
1737.0,1.000000000,0.157394007,0.022922499,0.001602100
1738.0,1.000000000,0.157619998,0.022977401,0.001608000
1739.0,1.000000000,0.157789007,0.023037000,0.001615000
1740.0,1.000000000,0.158065006,0.023113901,0.001622470
1741.0,1.000000000,0.158214003,0.023165600,0.001628670
1742.0,1.000000000,0.158369005,0.023210401,0.001636200
1743.0,1.000000000,0.158527002,0.023265401,0.001642870
1744.0,1.000000000,0.158741996,0.023324599,0.001649880
1745.0,1.000000000,0.158960998,0.023385400,0.001656020
1746.0,1.000000000,0.159199998,0.023456801,0.001662210
1747.0,1.000000000,0.159281000,0.023492500,0.001668770
1748.0,1.000000000,0.159517005,0.023555299,0.001676100
1749.0,1.000000000,0.159669995,0.023605900,0.001683590
1750.0,1.000000000,0.159945995,0.023672501,0.001689940
1751.0,1.000000000,0.160155997,0.023737499,0.001695840
1752.0,1.000000000,0.160188004,0.023774400,0.001703100
1753.0,1.000000000,0.160246998,0.023804801,0.001708850
1754.0,1.000000000,0.160495996,0.023872700,0.001714960
1755.0,1.000000000,0.160932004,0.023955500,0.001721190
1756.0,1.000000000,0.160942003,0.023985600,0.001726390
1757.0,1.000000000,0.161029994,0.024029400,0.001733180
1758.0,1.000000000,0.161139995,0.024067899,0.001740190
1759.0,1.000000000,0.161348000,0.024122600,0.001744830
1760.0,1.000000000,0.161502004,0.024186499,0.001751630
1761.0,1.000000000,0.161657006,0.024223300,0.001757790
1762.0,1.000000000,0.161879003,0.024283700,0.001763690
1763.0,1.000000000,0.162037000,0.024335900,0.001769750
1764.0,1.000000000,0.162099004,0.024373000,0.001773970
1765.0,1.000000000,0.162310004,0.024420600,0.001779670
1766.0,1.000000000,0.162330002,0.024450900,0.001784910
1767.0,1.000000000,0.162539005,0.024511300,0.001791930
1768.0,1.000000000,0.162724003,0.024561699,0.001797280
1769.0,1.000000000,0.162852004,0.024603600,0.001802340
1770.0,1.000000000,0.163041994,0.024647700,0.001808550
1771.0,1.000000000,0.163176998,0.024687000,0.001813740
1772.0,1.000000000,0.163179994,0.024720199,0.001818220
1773.0,1.000000000,0.163333997,0.024769301,0.001823770
1774.0,1.000000000,0.163488999,0.024806000,0.001829310
1775.0,1.000000000,0.163690999,0.024850700,0.001833930
1776.0,1.000000000,0.163817003,0.024894100,0.001838880
1777.0,1.000000000,0.163888007,0.024929499,0.001844210
1778.0,1.000000000,0.163937002,0.024948001,0.001848610
1779.0,1.000000000,0.164196000,0.025015499,0.001853640
1780.0,1.000000000,0.164183006,0.025042200,0.001857920
1781.0,1.000000000,0.164394006,0.025093099,0.001862170
1782.0,1.000000000,0.164460003,0.025120500,0.001866390
1783.0,1.000000000,0.164653003,0.025163701,0.001870090
1784.0,1.000000000,0.164516002,0.025170701,0.001873880
1785.0,1.000000000,0.164724007,0.025214700,0.001881010
1786.0,1.000000000,0.164884999,0.025256200,0.001883960
1787.0,1.000000000,0.165004998,0.025301799,0.001888020
1788.0,1.000000000,0.165085003,0.025321500,0.001892910
1789.0,1.000000000,0.165101007,0.025343100,0.001897770
1790.0,1.000000000,0.165321007,0.025395799,0.001900190
1791.0,1.000000000,0.165363997,0.025419800,0.001904280
1792.0,1.000000000,0.165439993,0.025440700,0.001908500
1793.0,1.000000000,0.165561005,0.025473500,0.001911810
1794.0,1.000000000,0.165668994,0.025519900,0.001915570
1795.0,1.000000000,0.165673003,0.025546400,0.001919760
1796.0,1.000000000,0.165616006,0.025537200,0.001923300
1797.0,1.000000000,0.165906996,0.025588799,0.001926740
1798.0,1.000000000,0.166070998,0.025631299,0.001929530
1799.0,1.000000000,0.165944993,0.025628200,0.001932920
1800.0,1.000000000,0.166032001,0.025659800,0.001936630
1801.0,1.000000000,0.166131005,0.025689600,0.001940780
1802.0,1.000000000,0.166250005,0.025726300,0.001942860
1803.0,1.000000000,0.166429996,0.025755500,0.001945230
1804.0,1.000000000,0.166592002,0.025763800,0.001877970
1805.0,1.000000000,0.166603997,0.025779800,0.001880170
1806.0,1.000000000,0.166641995,0.025798200,0.001882410
1807.0,1.000000000,0.166692004,0.025818801,0.001884750
1808.0,1.000000000,0.166774005,0.025844401,0.001887120
1809.0,1.000000000,0.166862994,0.025871299,0.001889250
1810.0,1.000000000,0.166936994,0.025901400,0.001891440
1811.0,1.000000000,0.166960999,0.025919201,0.001893140
1812.0,1.000000000,0.166982993,0.025933500,0.001894860
1813.0,1.000000000,0.167025998,0.025951300,0.001896550
1814.0,1.000000000,0.167060003,0.025968300,0.001898210
1815.0,1.000000000,0.167100996,0.025986800,0.001899900
1816.0,1.000000000,0.167150006,0.026006700,0.001901470
1817.0,1.000000000,0.167220995,0.026030401,0.001902930
1818.0,1.000000000,0.167293996,0.026054300,0.001904600
1819.0,1.000000000,0.167372003,0.026078699,0.001906430
1820.0,1.000000000,0.167449996,0.026101900,0.001908240
1821.0,1.000000000,0.167527005,0.026124099,0.001910090
1822.0,1.000000000,0.167596996,0.026145400,0.001911860
1823.0,1.000000000,0.167671993,0.026166299,0.001913620
1824.0,1.000000000,0.167716995,0.026181201,0.001915410
1825.0,1.000000000,0.167759001,0.026195601,0.001917040
1826.0,1.000000000,0.167792007,0.026208701,0.001918660
1827.0,1.000000000,0.167823002,0.026221801,0.001920020
1828.0,1.000000000,0.167843997,0.026233399,0.001921100
1829.0,1.000000000,0.167868003,0.026244801,0.001922530
1830.0,1.000000000,0.167890996,0.026257800,0.001923980
1831.0,1.000000000,0.167896003,0.026267501,0.001925580
1832.0,1.000000000,0.167913005,0.026279399,0.001927260
1833.0,1.000000000,0.167941004,0.026293600,0.001928970
1834.0,1.000000000,0.167955995,0.026306000,0.001930770
1835.0,1.000000000,0.167942002,0.026314000,0.001932730
1836.0,1.000000000,0.167912006,0.026319601,0.001934530
1837.0,1.000000000,0.167952001,0.026326399,0.001935700
1838.0,1.000000000,0.168035999,0.026346300,0.001936970
1839.0,1.000000000,0.168121994,0.026367500,0.001938250
1840.0,1.000000000,0.168191001,0.026384801,0.001939380
1841.0,1.000000000,0.168283001,0.026404900,0.001940530
1842.0,1.000000000,0.168321997,0.026416700,0.001941700
1843.0,1.000000000,0.168338001,0.026424900,0.001942630
1844.0,1.000000000,0.168320000,0.026427900,0.001943630
1845.0,1.000000000,0.168283001,0.026427900,0.001944410
1846.0,1.000000000,0.168283001,0.026428901,0.001944730
1847.0,1.000000000,0.168311998,0.026440799,0.001945650
1848.0,1.000000000,0.168322995,0.026450399,0.001946550
1849.0,1.000000000,0.168302998,0.026454600,0.001947170
1850.0,1.000000000,0.168314993,0.026462900,0.001947800
1851.0,1.000000000,0.168311998,0.026469100,0.001948370
1852.0,1.000000000,0.168267995,0.026469000,0.001948550
1853.0,1.000000000,0.168188006,0.026463300,0.001948700
1854.0,1.000000000,0.168105006,0.026455499,0.001948870
1855.0,1.000000000,0.168129995,0.026454300,0.001948240
1856.0,1.000000000,0.168174997,0.026466100,0.001948090
1857.0,1.000000000,0.168218002,0.026476000,0.001947970
1858.0,1.000000000,0.168247998,0.026483500,0.001948140
